Number	Left_Context	Keyword	Right_Context
 22054183:	  hatte , beſtand er 1884 die philologiſch-hiſtoriſche Hauptprüfung , wurde 1886 Aſſiſtent am alten , dann am neuen Gymnaſium in 	Bamberg	 , 1892 Gymnaſiallehrer in Dürkheim ( Rheinpfalz ) , wirkte ſeit 1896 als ſolcher am Maximilians-Gymnaſium in München und wurde
 22054210:	  Rheinpfalz ) , wirkte ſeit 1896 als ſolcher am Maximilians-Gymnaſium in München und wurde 1901 zum Profeſſor am Gymnaſium in 	Bamberg	 ernannt . S : Lieder ſind wir ! ( Ge. ) , 1896 . ‒ Deutſche Redelehre , 1897 .
 22054297:	  ‒ Die Mitſchüler ( Feſtſp. ) , 1905 . ‒ Der Heinrichstag von 1520 ( Feſtſp. f. d. Altenburg bei 	Bamberg	 ) , 1908 . ‒ Kribbel- Krabbel ( Ein luſtig . Bilderbuch von K. Storch , V. v. H. Pr.
 22140037:	  . Nach| ſeiner Heimkehr nach Europa ( 1891 ) lebte er mehrere Jahre in Leipzig , 1898 in Pommersfelden bei 	Bamberg	 , 1899 in Bamberg und ſeit 1901 in Berlin und iſt noch immer als Rezitator tätig . Jm Jahre 1906
 22140041:	  nach Europa ( 1891 ) lebte er mehrere Jahre in Leipzig , 1898 in Pommersfelden bei Bamberg , 1899 in 	Bamberg	 und ſeit 1901 in Berlin und iſt noch immer als Rezitator tätig . Jm Jahre 1906 verlegte er ſeinen Wohnſitz
 22205565:	  von Paris . – Der große Moloch . ) Saffenreuter , Georg Joſeph , wurde am 8. Juli 1808 zu 	Bamberg	 in Bayern geboren , kam im dritten Lebensjahre mit ſeinen Eltern nach Würzburg , wo er die Lateinſchule , das
 22212551:	  zuſagende Lehrer- u. Organiſtenſtelle in Jngolſtadt anzunehmen . Jm Jahre 1863 wurde er als Muſiklehrer an die kgl. Studienanſtalt in 	Bamberg	 berufen und zugleich als Taubſtummenlehrer am kgl . Schullehrerſeminar angeſtellt , wo er viele Jahre in Segen wirkte . Nach
 22286678:	  Theater und war ſeinerzeit in den Rollen der Helden und Heldenväter berühmt . Er ſpielte u. a. in Halberſtadt , 	Bamberg	 , Hamburg , Altona , Wien , Peſt , Graz , Mainz , Düſſeldorf , Nürnberg , Zürich , trat
 22295895:	  Großherzogtum Baden geboren . Der Vater war Hauptmann in württemberg . Dienſten . Seine erſte Ausbildung erhielt der Sohn in 	Bamberg	 ; dann kam er nach Stuttgart und bezog endlich die Univerſität Tübingen , um die Rechte zu ſtudieren . Familienverhältniſſe
 22355332:	  , trat dann in das dortige Klerikalſeminar u. erhielt 1856 die Prieſterweihe . Er wurde dann Kaplan in Eltmann bei 	Bamberg	 , fungierte daneben von 1859–61 während der Badeſaiſon als Kurprediger in Kiſſingen , kam 1866 als Kuratus nach Vasbühl ,
 22360619:	  ſeine Lehramtsprüfung für neuere Sprachen , wurde 1875 Lehrer an der Realſchule in Rothenburg a. d. Tauber u. ſpäter in 	Bamberg	 . 1885 penſioniert , zog er nach München , wo er noch Vorleſungen an der Univerſität hörte und jetzt ſich
 22383564:	  1868 . Schwarz , Jgnaz Chriſtian , der einzige Sohn eines penſionierten Hauptmanns , wurde am 24. Juni 1801 zu 	Bamberg	 geboren , beſuchte das Lyzeum daſelbſt und ſtudierte in Erlangen Rechts- und Staatswiſſenſchaften . Nachdem er die Würde eines Doktor
 22383597:	  Staatswiſſenſchaften . Nachdem er die Würde eines Doktor der Philoſophie und beider Rechte erworben , zog er ſich 1828 nach 	Bamberg	 zurück und widmete ſich geraume Zeit der Redaktion des „ Fränkiſchen Merkur “ und der Abfaſſung vieler Gelegenheitsgedichte u. moraliſchen
 22416498:	  in Würzburg fortſetzte . Nachdem er zum Dr. med. promoviert worden , war er 1829–31 Aſſiſtenzarzt am ſtädtiſchen Krankenhauſe in 	Bamberg	 , dann praktiſcher Arzt daſelbſt und wurde 1846 als ordentl. Profeſſor der Medizin und Direktor der mediziniſchen Abteilung der Landesheilanſtalten
 22459579:	  und geographiſchen Studien . Jm Jahre 1825 trat er als Leutnant in die bayeriſche Armee u. ſetzte in München , 	Bamberg	 u. Würzburg ſeine früheren Studien und Arbeiten fort . Als verdienſtliche Frucht derſelben erſchien 1837–39 ſein „ Hiſtoriſch-geographiſcher Handatlas (
 22483484:	  Kindern eines Großviehhändlers , beſuchte erſt die heimatliche Volksſchule , ſeit 1866 die königliche Handelsſchule ( jetzt Realſchule ) in 	Bamberg	 , die er bereits 1869 mit Auszeichnung abſolvierte und ging auf Wunſch der Eltern im Frühjahr 1870 nach Amerika ,
 22507081:	  bayeriſchen Verkehrsanſtalten . Seit 1874 wirkte er als Telegraphenbeamter in München , von wo er infolge eines Nervenleidens 1890 nach 	Bamberg	 überſiedelte . Bereits 1872 war er als Novelliſt aufgetreten , und hatte er ſeitdem in verſchiedenen Zeitſchriften Novellen und Skizzen
 22515788:	  ein unausgeſetzt wechſelnder : Braunſchweig , Georgenthal , Waltershauſen , Baireuth , Stettfeld a. M. , Oberungarn , Leipzig , 	Bamberg	 ſahen den unruhigen Wanderer bis zum Jahre 1860 kommen und gehen . Wunderbar bleibt bei ſolcher Wanderexiſtenz und bei den
 22558322:	  1802 geboren , erhielt beſonders unter dem Einfluß einer trefflichen Mutter und ſeines würdigen Großvaters auf dem Gute Saſſenfurth bei 	Bamberg	 eine vorzügliche Erziehung und ihre ſpätere Bildung in dem Töchterinſtitut des Direktors Pöhlmann in Erlangen . Nach dem Tode ihrer
 22558387:	  gewandte Novelliſtin . Nach ihrer Vermählung mit dem Grafen Maximilian von Tauffkirchen lebte ſie teils in Engelburg , teils in 	Bamberg	 , hielt ſich während der Sommer 1849 u. 1850 in Wien auf und ſtarb am 27. April 1851 zu Engelburg
 22631682:	  1844 . Neue Ausg. 1887 . – Kampf- und Siegeslieder , 1855 . Vogl , Johann Baptiſt , * in 	Bamberg	 am 13. März 1818 , kam 1838 nach München , um ſich hier erſt philoſophiſchen und ſchönwiſſenſchaftlichen Studien und danach
 22631714:	  ſich hier erſt philoſophiſchen und ſchönwiſſenſchaftlichen Studien und danach der Jurisprudenz zu widmen . Nachdem er 1839–1842 ſeiner Militärpflicht in 	Bamberg	 und Würzburg genügt , kehrte er nach München zurück und wurde hier Erzieher bei dem Grafen Törring-Minucci . Nebenher widmete
 22798716:	  1828 zu Heſſenthal in Unterfranken als der jüngſte Sohn eines Lehrers geboren , ſtudierte auf den Gymnaſien in Aſchaffenburg u. 	Bamberg	 und auf der Univerſität Würzburg u. trat 1850 in Thurn u. Taxisſche Poſtdienſte . Wegen Mangels an Ausſichten auf ſchnelle
 22798751:	  Wegen Mangels an Ausſichten auf ſchnelle Beförderung verließ er dieſelben ſchon nach zwei Jahren wieder u. widmete ſich dann in 	Bamberg	 demſelben Berufe . Bis 1857 wirkte er dort als Aſſiſtent am Oberpoſt- und Bahnamte , um dann zum Offizial u.
 22798910:	  II , 1865–66 . * Woerner , U. Carolina , Tochter des Vorigen , wurde am 7. Aug. 1865 in 	Bamberg	 geboren , wo ſie auch ihre Kindheit u. Jugend verlebte . Leider wurde ihre ſchulmäßige Ausbildung vielfach behindert und unterbrochen
 22799081:	  E. ) , 1911 . * Woerner , Roman , Bruder der Vorigen , wurde am 5. Aug. 1863 in 	Bamberg	 geboren , ſtudierte Philologie , deutſche Sprache u. Literatur u. erwarb ſich 1885 mit einer Arbeit über „ Novalis Hymnen
 22828722:	  ihrer Familie Unterricht in allen dahin zielenden Fächern . Jm Jahre 1862 debütierte ſie als Adrienne Lecouvreur am Stadttheater in 	Bamberg	 u. erhielt noch in demſelben Jahre ein Engagement in Ulm , wo ſie bis 1865 blieb . Dann kam ſie
 22909901:	  aber aus Geſundheitsrückſichten ihre Stellung auf und ſiedelte nach einem halbjährigen Aufenthalte in Davos ( Schweiz ) nach dem milden 	Bamberg	 ( Bayern ) über , wo ſie Privatunterricht an Erwachſene in Sprachen , Literatur- und Kunſtgeſchichte erteilte . Anfang der
 23133702:	  Der berühmteste Vertreter der Richtung ist Johann Stefan Pütter , die bedeutendste seiner hier in Betracht kommenden Schriften die „ 	Historische	 Entwicklung der heutigen Staatsverfassung des teutschen Reiches “ . Pütter schrieb in festem Glauben an den dauernden Bestand und an
 23370664:	  Vorbemerkungen p. LXXXV ff . Derselbe , Die Urkunden Karls III . ( Wiener Sitzungsberichte XCII ) . Stumpf , 	Historische	 Zeitschr. XXIX 343 ff . Harry Breſslau , Handbuch der Urkundenlehre für Deutschland und Italien I ( 1889 ) ,
 25072265:	  für Auslagen , die er beim Sammeln ſeiner Nachrichten gehabt hatte . Zu gleicher Zeit ließ ſich der Fürſtbiſchof von 	Bamberg	 von einem Dr. Gugel in Nürnberg gegen ein Honorar von 20 fl. die Zeitungen einſenden . Im Jahre 1625 zahlte
 25967392:	  welchen nur Dante die unvermeidliche Kaputze zeigt . Der gemeinsame Mantel und der gemeinsame Lorbeer heben die Dichter über das 	Historische	 und Wirkliche hinaus . Die Musen sind nicht der Abwechselung zu Gefallen unter die Dichter vertheilt , sondern als ihr
 25968327:	  wahrscheinlich ganz oder fast ganz eigenhändig von Rafael ausgemalt in den Jahren 1511—1514 , bezeichnet den grossen Schritt in das 	Historische	 . Es ist gewagt , aber erlaubt zu vermuthen , dass er sich nach den dramatisch-bewegten Gegenständen sehnte . Vielleicht
 25996747:	  erscheinenden Fides knieend . — Die Schlachtenmaler dieses und anderer Säle durften durch freie Phantasietrachten und Episoden aller Art das 	Historische	 an ihrem Gegenstand völlig in den Schatten stellen . — Die Ceremonienbilder , so wichtige Facta sie darstellen mögen ,
 25997745:	  gekrönt . Schon die Untensicht und die bauliche Perspective sind weit sorgfältiger gehandhabt ; dann hat P. das Allegorische und 	Historische	 auf die obere Gruppe beschränkt , wo seine Wolkenexistenz in Linien und Farben ganz harmonisch mit der Architektur in Verbindung
 25998636:	  historischer , sowohl biblischer als profaner Gegenstände einen wahren Schwung . Man malte Alles was verlangt wurde und versetzte das 	Historische	 mit Allegorie und Mythologie ohne alles Mass. Vasari ( 1512—1574 ) , bei grosser Begabung beständig bemüht , dem Geschmack
 26263831:	  Krankheiten . Altdorf , 794—800 . VI Stuͤck. gr. 8. ( ſ . die Vorreden . ) § 785 . 	Bamberg	 . Ein eigenes muſterhaft eingerichtetes Spital , welches jaͤhrlich gegen 300 Kranke aufnimmt , dient hier zu einem mediciniſchen Kliniko
 26263867:	  hier zu einem mediciniſchen Kliniko , an welchem Profeſſor Roͤſchlaub Lehrer iſt . Marons kurze Beſchreibung des allgemeinen Krankenhanſes zu 	Bamberg	 Mit Kupf . Weymar , 797. 8. ( Auch in deſſelben Pruͤfung des Brownſchen Syſtems . 1 Stuͤck . )
 27992004:	  welcher ſich durch ſeine Bemühungen um die Kalenderverbeſſerung verdient gemacht hat , redigirt und von Commentaren des Johann Faber aus 	Bamberg	 und Fabius Columna begleitet herausgegeben . Die in Holzſchnitt beigefügten Abbildungen zeichnen ſich nicht gerade durch Treue oder Sorgfalt der
 28158066:	  Jahrhundert S. 30 . Erster Teil : Die Ursprünge. ABSCHNITT I : DAS ERBE DER ALTEN WELT . Einleitendes . 	Historische	 Grundsätze S. 41. — Hellas , Rom , Judäa S. 45 . — Geschichtsphilosophie S. 48. Erstes Kapitel : Hellenische
 28158450:	  in die abendländische Geschichte . Die Judenfrage S. 323 . — Das » fremde Volk « S. 329 . — 	Historische	 Vogelschau S. 332. — Consensus ingeniorum S. 335. — Fürsten und Adel S. 338 . — Innere Berührung S. 341
 28173380:	  zwei und zwanzig gestattete die Kongregation des Index den Druck von Büchern , welche die Bewegung der Erde lehren ! 	Historische	 Grundsätze . Diese Bemerkung schicke ich voraus , um begreiflich zu machen , in welchem Sinne das Jahr 1 zum
 28267417:	  enorm interessanten Materials ; neuerdings aber ereilt diese sog . » somatische Anthropologie « dasselbe Schicksal wie seiner Zeit die 	Linguistik	 : die Ethnographen haben zu reisen und wissenschaftlich-planmässige Beobachtungen am lebenden Menschen zu unternehmen begonnen und dabei dargethan , dass
 28294068:	  , 9 , XXXIV , 9 , 5 Mose IX , 13 u. s. w . IX , 5 . 	Historische	 Vogelschau . Reine Historie führt nun hier weder schnell noch sicher zum Ziel , ausserdem kann es nicht meine Aufgabe
 28381546:	  , der Kampf in der Kirche , der Kampf zwischen Staat und Kirche — da dies mich viel tiefer ins 	Historische	 hineingeführt hätte als mit dem Zweck meines Werkes vereinbar war . Doch glaubte ich in diesen einleitenden Worten jenes ersten
 28457090:	  . Doch ist die entgegengesetzte Anschauung , diejenige eines Verfalles der Menschheit , ebensowenig stichhaltig , sobald sie das konkret 	Historische	 zu deuten unternimmt . So kann z. B. der Satz Schiller’s , den ich in der allgemeinen Einleitung zu diesem
 28499693:	  folgen . Im selben Augenblick , als Gutenberg das Giessen der Lettern in Mainz probiert , versuchen es andere in 	Bamberg	 , in Haarlem , in Avignon , in Venedig ! Und als der grosse Deutsche das Rätsel endlich gelöst ,
 28511714:	  Luther beschenkte seine Kirche mit einer Christologie , die an scholastischem Widersinn die thomistische weit hinter sich liess . « 	Historische	 und politische Aufsätze , 5. Aufl. , II. , 410 . Über das Verhältnis des deutschen Staates zu Theologie ,
 28517373:	  Wachsen und Werden in seinen allgemeinsten Linien aufzuzeigen , wäre die Aufgabe dieses Abschnittes . Und zwar tritt hier das 	Historische	 wieder in seine Rechte ein ; denn während Civilisation an Vergangenes nur anknüpft , um es zu vertilgen und durch
 28576249:	  nicht im Süden , sondern im Norden sich befand . Man sehe nur die Prophetenreliefs im Georgenchor des Doms zu 	Bamberg	 an : hier ist Geist von Donatello’s Geist . Ein Gelehrter , der diese Skulpturen neuerdings eingehend studiert hat ,
 28737127:	  Popper zu Wien . — Prandtſtetter zu Steinbach bey Greifenburg in Kärnten . — Chevalier de Precy zu Schlüſſelau bey 	Bamberg	 . — Raab zu Immenſtadt bey Kempten . — Raſchke , Doctor Med. zu Goldberg in Schleſien . — Gottl
 28737349:	  Bremen . — D. Stecher , Burgermeiſter in Bibrach , 2 Ex . — Stöcker , Landrichter zu Bürgebrach bey 	Bamberg	 . — Strehe , Cath . Pfarrer zu Maja in Croatien an der Türkiſchen Grenze . — Strümpfler , Kaufmann
 29805213:	  errichtet ) ; in Mainz der hochw. Bischof , so auch in Regensburg ; in München Dompfarrer Weber ; in 	Bamberg	 Kaplan Dr. Körber . Man kann sich auch an „ den Vorsteher der Erzbruderschaft der christlichen Mütter “ zu Paris
 33524926:	  Kunstchronik , Beiblatt zur Zeitschrift für bildende Kunst , Leipzig 1900 . ) Deutsche Kunstgeschichte und Deutsche Geschichte 61 ( 	Historische	 Zeitschrift Bd. 100 . ) Historische Betrachtung über die Kunst im Elsaß 75 ( Historische Zeitschrift Bd. 104 . )
 33524932:	  bildende Kunst , Leipzig 1900 . ) Deutsche Kunstgeschichte und Deutsche Geschichte 61 ( Historische Zeitschrift Bd. 100 . ) 	Historische	 Betrachtung über die Kunst im Elsaß 75 ( Historische Zeitschrift Bd. 104 . ) Zu den Skulpturen des Bamberger Doms
 33524941:	  und Deutsche Geschichte 61 ( Historische Zeitschrift Bd. 100 . ) Historische Betrachtung über die Kunst im Elsaß 75 ( 	Historische	 Zeitschrift Bd. 104 . ) Zu den Skulpturen des Bamberger Doms 91 ( Jahrbuch der preußischen Kunstsammlungen Bd. 11 .
 33524974:	  ( Jahrbuch der preußischen Kunstsammlungen Bd. 11 . ) Die Kunst Unteritaliens in der Zeit Kaiser Friedrich II. 101 ( 	Historische	 Zeitschrift Bd. 95 . ) Anhang : Burg Egisheim 114 Aus dem Übergang des Mittelalters zur Neuzeit 119 a )
 33525239:	  Rußland ) . Tafelverzeichnis . Seite Tafel 1. Kathedrale zu Reims : Maria und Elisabeth 100 Tafel 2. Dom zu 	Bamberg	 : Elisabeth und Maria 100 Tafel 3. Castel del Monte : Grundriß und Aufriß 118 Tafel 4. Schloß Egisheim 118
 33531285:	  vor dem Investiturstreit ; was in Mainz , Worms , Speyer , Straßburg , Limburg , Hersfeld , Würzburg , 	Bamberg	 , Regensburg , Magdeburg , Hildesheim , Bremen damals geschah , durchweg durch Männer , die zum Hofe in naher
 33551022:	  man daneben die Chronologie der ersten gotisierenden Bauten in anderen deutschen Landschaften , erinnert man an Maulbronn , Magdeburg , 	Bamberg	 , Limburg , Trier , Marburg , so ist nur zu sagen : in dieser Epoche war die Stellung des
 33553955:	  wurde es mir vielmehr sicher , daß hier bestimmte antike Einzelvorbilder eingewirkt haben müssen . Aber wie sollten solche nach 	Bamberg	 kommen , — wo niemals Römer gesessen haben , wo die Bevölkerung zur Zeit der Begründung des Bistums durch Heinrich
 33554738:	  die Szene der Verkündigung andeutend ; darauf unsere Elisabeth und Maria , also die Heimsuchung . Dieselbe Reihenfolge ist in 	Bamberg	 beibehalten , nur in Umkehrung von rechts und links . Es ist mir übrigens zweifelhaft , ob die Statuen für
 33555076:	  haben . Vielleicht würde es bei genauer Nachforschung noch gelingen , seine Hand in Reims wiederzuerkennen . Ebenso würden in 	Bamberg	 wahrscheinlich noch viel mehr Anklänge an Reims , als ich sie habe nachweisen können , zum Vorschein kommen . Zunächst
 33555479:	  . Damit ist die gleiche Herkunft und Schulung der Bauleute und der Bildhauer erwiesen . Die Zeit ihrer Ankunft in 	Bamberg	 ist unsicher . Man pflegt die Türme in die sechziger oder siebziger Jahre zu setzen . Sie könnten sehr wohl
 33555607:	  im Architektonischen durchaus und fortdauernd , vom Grundriß und dem System des Schiffes bis herab zu den Türmen , von 	Bamberg	 abhängig zeigt . Es kann aber auch sein , daß die Naumburger Bildhauer direkt an Reims angeknüpft haben . Hier
 33555902:	  Kapellenkranz mit freiliegenden Strebebögen . Um 1260 aber war der gotische Kapellenkranz in Deutschland , mit Ausnahme weniger , von 	Bamberg	 weit entlegener Orte , eine unbekannte Sache . Wer einen solchen darstellte , vollends wer ihn als normales Attribut einer
 33556060:	  und Elisabeth DIE KUNST UNTERITALIENS IN DER ZEIT KAISER FRIEDRICHS II . 1905 Vortrag im Altertumsverein zu Karlsruhe Dom zu 	Bamberg	 : Elisabeth und Maria Salimbene legt Kaiser Friedrich II. das Wort in den Mund : » Der liebe Gott hätte
 33559060:	  mecanicarum peritissimum . Zur Burg von Capua , heißt es , hat er mit eigener Hand den Riß entworfen ( 	Historische	 Zeitschrift Bd. 83 , S. 26 ) . Es muß doch wohl eine persönliche Ursache haben , daß alle für
 34000132:	  . Stuhls zu Mayntz Ertz-Biſchoffen / des Heyl . Roͤm. Reichs durch Germani en Ertz-Cantzlern und Churfuͤrſten / Biſchoffen zu 	Bamberg	 ꝛc. Meinem Gnaͤdigſten Herrn / Hochwuͤrdigſter Ertz-Biſchoff und Churfuͤrſt / Gnaͤdigſter Herr ! SEith deme / daß in Eu. Churfuͤrſtl.
 34954064:	  Phyſicaliſche und moraliſche Betrachtung . IV. 161 . des Verlaͤumders IV. 309 Zweiffler IV. 302 . CHRONICA , oder : 	Historische	 Beschreibung des Dorffes Bertzdorff , eine halbe Meile von Zittau in der Ober-Lausitz gelegen , Worinnen dessen Lage , Gräntzen
 34969375:	  zu ihren zeitlichen , vornehmlich aber ewigen Besten gereichen möge . Avertissement . Ich habe mich auch entschlossen , das 	Historische	 Tage-Buch auf das Jahr 1749 . wiederum zu verfertigen , und zwar in 5. Abtheilen , also daß allezeit 3.
 34969746:	  und ihnen zu Nutzen machen . Insonderheit flattire ich mir , es werden die Einwohner dieser beyden Oerter , diese 	Historische	 Nachrichten deß bey ihnen von Zeit zu Zeiten passirten , ihnen angenehm und gefällig seyn lassen , weil doch ein
 34969788:	  gerne wissen wil , was vor Alters an seinen Wohn-Orte vor Glücks- und Unglücks-Fälle sich ereignet . Ich habe diese 	Historische	 Berichte mit Mühe und Fleiß gesammlet , aus gedruckten und ungedruckten Büchern . Die Gedruckten zu benennen , so sind
 34969824:	  zu benennen , so sind selbige des Ehemahligen Zittauischen Bürgermeisters Herrn D. Johann Benedict . Carpzovii schönes Buch der Zittauische 	Historische	 Schauplatz genannt , welches Buch ein Muster vorstellet , wornach die Historischen Beschreibungen derer Städte einzurichten . Grossers Lausitzische Merckwürdigkeiten
 34977049:	  Jahr , hat 53. Jahr im Ehestande gelebet , und eben so viel Kinder und Kindes-Kinder erlebt . Chronica Oder 	Historische	 Beschreibung Des ohnweit Zittau liegenden Dörffleins Pethau / Dessen Lage , Wasser , Obrigkeit , Grösse , Nahrung , Kirchen-Stand
 34978432:	  Brücke dergestallt , daß viel Arbeiter das Eiß räumen , und eine Passage dadurch machen musten . CHRONICA , Oder 	Historische	 Beschreibung Des Dorffs Hartau bey Zittau , Darinnen Desselben Lage , Gräntzen , Wasser , Nahme , Grösse , Nahrung
 34980510:	  begehret , darf nur bey mir nachgefraget werden . Vale . Der Autor . Weyland Friedrich Eckarths , CHRONICA Oder 	Historische	 Beschreibung Des Dorffes Herwigsdorff / Worinnen Dessen Lage , Gräntze , Wasser , Brücken , Fische , Getrayde und Ackerbau
 34981063:	  28. August Anno 1737 . Meines vielgeliebten und sehr Werthgeschätzten Herrn Beichtvaters gehorsamstes Beichtkind Gotthülff Traugott Eckarth . CHRONICA oder 	Historische	 Beschreibung des Dorffes Herwigsdorff / bey Zittau , Worinnen dessen Lage , Gräntze , Wasser , Brücken , Fische ,
 34981261:	  Nutzen ans Licht gegeben von Friedrich Eckarthen , Amat . Hist . Vorrede . HIermit erscheinet nunmehro im Drucke die 	Historische	 Beschreibung des Dorffes Herwigsdorff , als desjenigen Ortes , wo ich zum ersten das Licht dieser Welt erblicket , und
 34981335:	  Vaterlande hat mir auch die Mühe und dabey angewendte Arbeit in etwas leichter gemacht . Diejenigen Qvellen , woraus diese 	Historische	 Abhandlung geflossen , sind erstlich folgende gedruckte Schrifften : Carpzovii Analect . Zittaviens. Ejusd. Aut. Lausitzischer Ehren-Tempel , Gottfr. Mönchs
 35046213:	  . Auch bin ich entschlossen , mit Anfange des 1738 . Jahres so GOtt Leben und Gesundheit verleihet , ein 	Historische	 Beschreibung von grosser Theurung und Hungersnoth Bogen weiß drucken zu lassen , und zwar alle Monath einen Bogen , der
 35046243:	  zu lassen , und zwar alle Monath einen Bogen , der Titel lautet also : Weyl . Friedrich Eckarths , 	Historische	 Beschreibung von grosser Theurung und Hungersnoth , darinnen zu ersehen , wie der liebe GOtt sein ernstes Zorn-Gerichte über die
 35046346:	  mir melden , damit ich weiß wie viel Exemp . ich soll auflegen lassen . Vale Eckarth . Chronica oder 	Historische	 Beschreibung Des ohnweit ZITTAU liegenden Dorffs Klein Schönau / Dessen Lage , Nahme , Obrigkeit , Grösse , Kirche ,
 36412629:	  dieſe luſtbarkeit etwas eintraͤget , wider das erſte geſezet haben , wie dann auch z. e. als der biſchof zu 	Bamberg	 , Carl Friderich , graf von Schoͤnborn , die kirchweih-taͤnze verbote , das domkapitel ſie in ihrer freiheit erlaubete ,
 36465215:	  zu Cleve nennete ſeine gemalin mutter , Moſer ſ. 444 . Der kaiſer Heinrich der IIIIte ſchribe dem biſchofe zu 	Bamberg	 und nennete ihn ſeinen nepoten , von Ludewig ſcriptores rerum Bambergenſ . ſ. 816. Sihe auch die Gundlingiana im XIten
 36514661:	  vogelſchuͤßen teilen ſich in die hohe und nidere ſtangen . Der herzog Johann Caſimir zu Coburg ſtellte dem biſchoffe zu 	Bamberg	 zu gefallen im jare 1604 an ; 50 fl. ſtanden auf dem rumpfe des vogels , 30 fl. auf den
 36605333:	  nicht laben , noch weniger erſaͤttigen . Thue hinzu : Joh. Heinr. Bocris de reſeruato poſtarum , Caeſaris proprio , 	Bamberg	 1745 , 4 . die ſchriften vom poſtweſen . Sechs und funfzigſtes haubtſtuͤck vom waſſer-regale § 2172 wie das waſſer
 37818574:	  die Worte ein jeder , die Vergleichung mit dem Art. 119. der P. G. O. und dem Art. 151. der 	Bamberg	 . , nebſt anderem beweiſen das Gegentheil . Nach andern berief ſich Carl , blos um der Schwerdſtrafe Autorität zu
 37823612:	  das Gegentheil wollte . Ueber unſre Criminaliſten ! Dieſelben Rechtslehrer nehmen an andern Orten an : wo etwas von der 	Bamberg	 . in der Carolina ausgelaſſen iſt , da will Carl die Bamberg . nicht gelten laſſen ; hier ſollen die
 37823624:	  andern Orten an : wo etwas von der Bamberg . in der Carolina ausgelaſſen iſt , da will Carl die 	Bamberg	 . nicht gelten laſſen ; hier ſollen die Grundſätze der Bambergenſis gelten . — weil ihre Verordnung in der Carolina
 37823823:	  I. E. Eſchenbach Diſſ. de poena bigamiae . Roſt. 1787 . I. G. Gonne von dem Unterſchied der Caroliniſchen und 	Bamberg	 . P. G. O. in Beſtrafung der zwiefachen Ehe . In Schotts juriſt. Wochenbl. I. B. S. 513. ff .
 38617789:	  zuſammen geſetzten Kraͤfften verrichtet , alſo , daß ſie die Woͤlffe auch biß auff den Francken- Wald und ins Bißthum 	Bamberg	 hinein verfolget , damahlen dann Mann vor Mann auffgebothen , und unter ihnen einiger Unterſcheid nicht gehalten worden . 5
 43533492:	  Berlin . v. Dollhofen A. , k. bair. Kreisingen . in Baireuth . Dürig B. , königl. bair. Oberzollinspektor in 	Bamberg	 . Duncker und Humblot , Buchhändler in Berlin . Ebner , Buchhänd er in Ulm . Se. Excellenz Graf v.
 43534023:	  k . „ „ „ „ „ Baireuth. 2 Ex . v. Reider Anton , Direktor der techn. Zeichenshule in 	Bamberg	 . Reitzel , Buchhändler in Coppenhagen. 4 Exmpl . Riegel & Wiessner , Buchhdlr . in Nürnberg. 2 Ex .
 43534086:	  in Berlin . Sauerländer Remig , Buchhändler in Aarau. 2 Ex . Schierlinger Fr. , k. bair. Bezirksingen . in 	Bamberg	 . Schmauss Friedrich , k. bair. Major im Ingen. Corps in Würzburg . Schulbuchhandlung in Braunschweig . Schulze , Buchhändler
 43539135:	  . — § 420. Beschreibung der nach Art der Hammersmithkonstrukzion über die Seine ausgeführten Kettenbrücke . — 421. Kettenbrücke zu 	Bamberg	 über die Regnitz . — §. 422. Kettenbrücke über die Saale bei München-Nienburg . — §. 423. Stahlbrücke in Wien
 43762974:	  diese Breite in den meisten Fällen hinreichen werde . §. 421 . Die auf der Tafel Nro. 26 dargestellte zu 	Bamberg	 über die Regnitz erbaute , am 31ten Dezember 1829 eröffnete Kettenbrücke führen wir vorzüglich desshalb an , weil sie wie
 44127507:	  Augsburg . v. Dollhofen , A. , k. Kreis-Ingenieur in Baireuth . Dürig , B. , kön . Oberzoll-Inspektor in 	Bamberg	 . Erdinger , J. , königl. Bau-Inspektor in Nürnberg . Felsecker , Carl , Buchhändler in Nürnberg . Finsterlin ,
 44127787:	  Regensburg . » » » » » Speyer . Die Herren Reidler , A. , Direktor der technischen Zeichenschule in 	Bamberg	 . v. Reuter , Professor in Bamberg . Reuter , Professor in Aschaffenburg . Riegel & Wiessner’sche Buchhandlung in Nürnberg
 44127794:	  Speyer . Die Herren Reidler , A. , Direktor der technischen Zeichenschule in Bamberg . v. Reuter , Professor in 	Bamberg	 . Reuter , Professor in Aschaffenburg . Riegel & Wiessner’sche Buchhandlung in Nürnberg . Ritter , in Zweibrücken . Ritter
 44127847:	  in Passau . Schelf , Salinen-Inspektor , Saline Dürkheim a. d. Hardt . Schierlinger , Fr. , königl. Bezirks-Ingenicur in 	Bamberg	 . Schmauss , Friedr. , königl. Major und Festungs- Bau-Direktor in Germersheim . Schritter , Bau-Conducteur in Regensburg . Schürer
 44356808:	  der hölzernen Bälge oder Gebläse , welche zuerst im Jahre 1620 am Harze angewendet , und von einem Bischofe zu 	Bamberg	 erfunden wurden . Sie bestehen aus zwei hölzernen Kästen , dem Oberkasten , welcher keilförmig konstruirt ist , und dem
