"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"535","1919-12-31","Belletristik","Stucken, Eduard: Die weißen Götter, Stuttgart: Stuttgarter Hausbücherei [1960] [1919], S. 312","Ein Edikt Montezumas drohte für die Antastung eines","weißen","Mannes oder eines Tlascalteken die Todesstrafe an."
"536","1948-12-31","Wissenschaft","Hirschberger, Johannes: Geschichte der Philosophie, Bd. 1: Altertum und Mittelalter. In: Mathias Bertram (Hg.) Geschichte der Philosophie, Berlin: Directmedia Publ. 2000 [1948], S. 9242","Porphyrios berichtet von ihm: »Platon war sein immerwährender Begleiter, und die Schriften des Numenios und Kronios, des Apollophanes, Longinus und Moderatus, des Nikomachos und der","berühmten","Männer der neupythagoreischen Schule hatte er fort und fort in Händen."
"537","1910-03-02","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 02.03.1910","Die im großen Saal der Philharmonie in Berlin am 1. März","versammelten","Männer und Frauen richten angesichts der vielen sozialen Mißstände, die sich im Bühnenwesen ergeben und welche die weiblichen Bühnenmitglieder ganz besonders hart treffen, an den Bundesrat und den deutschen Reichstag die Forderung um baldigen Erlaß eines Reichstheatergesetzes , welches allen Bühnenangehörigen ein Mindestmaß von hygienischem wie rechtlichem Schutz gewährleistet."
"538","1927-12-31","Gebrauchsliteratur","Ostwald, Wilhelm: Lebenslinien. Eine Selbstbiographie, 3 Teile. In: Simons, Oliver (Hg.), Deutsche Autobiographien 1690 - 1930, Berlin: Directmedia Publ. 2004 [1927], S. 49992","Er war ein","schlanker","Mann mit dunklem Haar und Bart, das Gesicht vom typischen Schnitt seines Stammes, aber sehr gut anzusehen und belebt durch zwei strahlende blaue Augen."
"539","1914-12-31","Belletristik","Huch, Ricarda: Der Dreißigjährige Krieg, Wiesbaden: Insel-Verl. 1958 [1914], S. 141","Bei den Turnieren trug zur Freude der Nürnberger der Pfälzer Obentraut die meisten Siege davon, ein","fröhlicher","Mann mit kühnen, aufrichtigen Augen, der bei den Katholiken kaum minder beliebt war als bei seinen Glaubensgenossen."
"540","1903-12-31","Belletristik","Keyserling, Eduard von: Beate und Mareile, Berlin: Fischer [1903], S. 175","Der","junge","Mann hatte sich eine Kugel vor den Kopf geschossen."
"541","1943-12-31","Belletristik","Seghers, Anna: Transit, Gütersloh: Bertelsmann 1995 [1943], S. 46","Ich sprach gestern einen","jungen","Mann, so alt wie du."
"542","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25313","Der Leichnam des","edlen","Mannes sagte plötzlich mit vernehmlicher Stimme:"
"543","1920-07-10","Zeitung","Tucholsky, Kurt: Deutschland - ein Kasernenhof! In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1920], S. 1969","Leise mit den Sporen klingelnd geht ein junger,","eleganter","Mann über den Platz."
"544","1969-09-18","Zeitung","Archiv der Gegenwart, 2001 [1969]","Laut IHT hatten die Väter der Verfassung 1787 die politische Demokratie, wie sie seit Andrew Jackson angestrebt wird, für noch unmöglich gehalten und statt dessen eine repräsentative Republik geplant; sie entwickelten das Wahlmännerkolleg, weil der Durchschnittswähler zu ungebildet sei, als daß man ihm die Wahl des Präsidenten anvertrauen könne; er solle vielmehr","kluge","Männer"" bestimmen, denen dann die Präsidentenwahl selbst obliege; diese Vorstellungen träfen nach Ansicht des Repräsentantenhauses heute nicht mehr zu."
"545","1930-12-31","Gebrauchsliteratur","Schramm, Hermine [d.i. Meißner, Hermine]: Das richtige Benehmen in der Familie, in der Gesellschaft und im öffentlichen Leben. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1930], S. 13947","Hat ein","junger","Mann sich für ein Mädchen entschieden, so ist es am richtigsten, er bringt die Sache bei seiner Auserkorenen und deren Eltern ins Reine, vorausgesetzt freilich, seine Stellung und Mittel erlauben ihm dieses."
"546","1906-12-31","Gebrauchsliteratur","o. A.: S. In: Brockhaus' Kleines Konversations-Lexikon, Berlin: Directmedia Publ. 2001 [1906], S. 72706","Daher Stoiker auch s.v.w. strenger,","unerschütterlicher","Mann; S. s.v.w. Standhaftigkeit, Gleichgültigkeit gegen äußere Eindrücke; stoisch, gleichmütig, unerschütterlich. -"
"547","1926-12-31","Belletristik","Grimm, Hans: Volk ohne Raum, München: Langen 1932 [1926], S. 302","Er verursachte durch die Art seiner Antworten allem, was es etwa an Ordnungswidrigkeit um den","toten","Mann herum gab, ein viel schlimmeres Ansehen; denn es geht nun einmal zu, daß, wo einer noch so sehr die Sache kennt und will, Menschenart und Menschenwort ihr das letzte Gesicht geben."
"548","1953-12-31","Zeitung","Brigitte, 1953, Nr. 19","Pünktlichkeit ist nicht nur die Höflichkeit der Könige gewesen, sondern auch die jedes","guterzogenen","Mannes den Frauen gegenüber."
"549","1935-12-31","Belletristik","Dwinger, Edwin Erich: Die letzten Reiter, Jena: Eugen Diederichs 1935, S. 71","Es war ein","schneeweißer","Mann von über achtzig Jahren, vor langem schon einmal von einem ersten Schlaganfall gestreift."
"550","1977-12-31","Gebrauchsliteratur","o. A.: Die grosse Welt der Getränke, Hamburg: Tschibo Frisch-Röst-Kaffee Max Herz 1977, S. 266","Immerhin soll Mohammed nach dem Genuß von Kaffee fähig gewesen sein, vierzig","ausgewachsene","Männer aus dem Sattel zu heben und nicht weniger als vierzig Jungfrauen die Liebe zu lehren."
"551","1934-12-31","Belletristik","Knittel, John: Via Mala, Berlin: Deutsche Buch-Gemeinschaft 1957 [1934], S. 144","Der","junge","Mann aus Andruss half die Staffelei und die Leinwand aufstellen."
"552","1918-12-31","Belletristik","Klabund: Bracke. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1918], S. 111753","Hier starb ein","guter","Mann - wie wenig gute bleiben noch am Leben."
"553","1907-12-31","Belletristik","Meysenbug, Malwida von: Der Pfad der Äbtissin. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1907], S. 50350","Im Grunde glaubte auch Theresa gern an diese Versicherungen, denn wenn sie mit Eifer an dem","jungen","Mann zu tadeln fand und über seinen Enthusiasmus spottete, so geschah das mehr aus mädchenhaftem Trotz, um sich selbst und die Umgebung über den magnetischen Zug zu täuschen, der sie zu Don Rafaele hinzog und über die Bewegung, die ihr der Blick seiner dunklen Augen verursachte, wenn er mit immer wachsender Zärtlichkeit und ebenso unverhohlen natürlich wie in den Ausbrüchen seiner Begeisterung sie ansah."
"554","1901-12-31","Belletristik","Altenberg, Peter: Was der Tag mir zuträgt. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1901], S. 635","Der kecke","junge","Mann sagte: »Fräulein, schenken Sie mir diese verwelkten Violetten!"
"555","1902-12-31","Belletristik","Scheerbart, Paul: Immer mutig! In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1902], S. 144661","»Ich will doch aber,« rief das Knäblein, »ein","großer","Mann werden. «"
"556","1999-12-31","Gebrauchsliteratur","Hars, Wolfgang: Nichts ist unmöglich! Lexikon der Werbesprüche, München: Piper 2001 [1999], S. 73","Auf Frauen natürlich, handelt es sich doch bei der angepeilten Zielgruppe um den »nicht domestizierbaren, welterfahrenen, erfolgreichen und","charmanten","Mann von Welt«, wie Deodorant-Produzent Elida Fabergé und die Werbeagentur Lintas präzisierten."
"557","1927-12-31","Gebrauchsliteratur","Welt und Wissen, 1927, Nr. 2, Bd. 16","Drei Jahre später, am 11. November, ist Eisenbart auf der Durchreise in Hannoversch-Münden im Gasthof zum","Wilden","Mann nach kurzer Krankheit gestorben."
"558","1964-12-31","Wissenschaft","Konetzke, Richard: Überseeische Entdeckungen und Eroberungen. In: Propyläen Weltgeschichte, Berlin: Directmedia Publ. 2000 [1964], S. 9596","Ihr tatet und empfandet, wie es einem durch seine Gelehrsamkeit","ausgezeichneten","Manne zukommt."
"559","1959-12-31","Belletristik","Böll, Heinrich: Billard um halb zehn, Leipzig: Insel-Verl. 1961 [1959], S. 163","Aufrecht stieg er die Leiter hinauf, trat in die graue Unendlichkeit zwischen den Sprossen, während David von oben herab auf ihn zukam; klein; sein Leben lang hätte er die Anzüge tragen können, die er sich als","junger","Mann gekauft hatte; Vorsicht! warum müßt ihr zwischen den Stufen stehenbleiben, warum könnt ihr euch nicht wenigstens auf die Sprossen setzen, wenn ihr miteinander reden müßt, beide aufrecht; umarmten sie sich wirklich, legte der Sohn dem Vater, der Vater dem Sohn den Arm auf die Schulter?"
"560","1935-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1935. In: ders., Ich will Zeugnis ablegen bis zum letzten, Berlin: Aufbau-Taschenbuch-Verl. 1999 [1935], S. 19","Hartnacke, Unterrichtsminister, übel genug, aber doch ein","gebildeter","Mann, mehr rechts als Nazi, wurde »entlassen«."
"561","1980-12-31","Belletristik","Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 32","Sehr attraktiv, diese","jungen","Männer, denen ihre dünnen, spiddeligen Haare fettig und strukturlos vom Kopf runterhängen."
"562","1919-12-31","Belletristik","Stucken, Eduard: Die weißen Götter, Stuttgart: Stuttgarter Hausbücherei [1960] [1919], S. 165","Eine vornehm gekleidete Indianerin, augenscheinlich keine Nonne, und drei Knaben im Alter von neun bis dreizehn Jahren waren mit dem Vorsteher des Klosters, einem hagern,","ernsten","Mann, gleichfalls auf die Straße getreten."
"563","1943-02-20","Zeitung","Archiv der Gegenwart, 2001 [1943]","Churchill fügte hinzu, er habe außerordentliches Vertrauen zu General Eisenhower und betrachte ihn als einen der","besten","Männer, denen er jemals begegnet sei."
"564","1921-12-31","Belletristik","Luckner, Felix von: Seeteufel, Herford: Kohler 1966 [1921], S. 251","Er fühlte sich selber als halber Gefangener auf dem öden Inselchen und war bald unser","dritter","Mann beim Skat, den wir ihm beibrachten, um die langen Abende zu füllen."
"565","1913-12-31","Gebrauchsliteratur","Friedländer, Hugo: Der Brand der Neustettiner Synagoge vor den Schwurgerichten zu Köslin und Konitz. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1913], S. 3316","Der erst 40 Jahre","alte","Mann war fast grau geworden."
"566","1981-12-31","Wissenschaft","Hijiya-Kirschnereit, Irmela: Selbstentblößungsrituale, Wiesbaden: Steiner 1981, S. 162","Als ich vor etwa drei Jahren in Matsue weilte, dachte ich mir, um diese Tragödie möglichst zu vermeiden, folgenden Entwurf für den Roman aus: Ein","junger","Mann mit betrübtem Gesicht sucht mich auf."
"567","1946-12-31","Belletristik","Bredel, Willi: Die Väter. In: ders., Gesammelte Werke in Einzelausgaben, Bd. 7, Berlin: Aufbau-Verl. 1973 [1946], S. 344","Der alte Hardekopf wußte, daß sie sich das Verdienst zuschrieb, Friedas Gatten zu einem","wackeren","Mann gemacht zu haben."
"568","1951-12-31","Belletristik","Koeppen, Wolfgang: Tauben im Gras. In: ders., Drei Romane, Frankfurt a. M.: Suhrkamp 1972 [1951], S. 171","»Hitler war ein","großer","Mann!« -"
"569","1999-12-31","Gebrauchsliteratur","Hannover, Heinrich: Die Republik vor Gericht 1975 - 1995, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1999], S. 446","Wenn da ein Mann wie Friedrich Schorlemmer, der selbst zu einer Zeit, als in Bonn für Erich Honecker noch der rote Teppich ausgerollt wurde, den Widerstand gegen das SED-Regime mitorganisiert hat, sagt: »Ich achte Hans Modrow als einen","couragierten","Mann, der uns half, aus den Fesseln eines kaputten Systems und einer gescheiterten Ideologie zu kommen«, und es als lächerlich bezeichnet, Modrow wegen Wahlfälschung anzuklagen, dann zählt das mehr, als ein im Propagandaton des Kalten Krieges vorgetragener Versuch, diesen Hans Modrow als skrupellosen Machtpolitiker hinzustellen, der den Willen der Wähler als null und nichtig behandelt habe."
"570","1951-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1951. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1951], S. 153","Man lachte ein bisschen - es waren ja wirklich alle Rosinen aus dem Kuchen vom","ersten","Mann herausgeklaubt."
"571","1910-12-31","Gebrauchsliteratur","Friedländer, Hugo: Der Prozeß gegen den Bankier August Sternberg wegen Sittlichkeitsverbrechen. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1910], S. 795","Wenn er aber sagt, er sei nicht voreingenommen gewesen, so ist es außer Zweifel, daß er wissentlich nicht voreingenommen war; ich behaupte aber, daß er unwissentlich voreingenommen war von Kopf bis zu Fuß, von Anfang bis zu Ende, daher ist es gekommen, daß der reiche Mann nicht mit demselben Maß gemessen wurde, wie der arme, sondern daß von Anfang an mit besonderer Schärfe gegen ihn vorgegangen und er schlechter gestellt wurde, wie der","arme","Mann."
"572","1906-12-31","Belletristik","Hermann, Georg [d.i. Borchardt, Georg Hermann]: Jettchen Gebert, Berlin: Fleischel 1919 [1906], S. 412","Aber der alte","wortkarge","Mann, dessen Grobheit ebenso berühmt wie seine Tüchtigkeit war, zuckte nur die Achseln:"
"573","1945-10-26","Zeitung","Süddeutsche Zeitung, 1995 [1945]","Der","gute","Mann glaubte in seiner Einfalt, den Herrn Gerichtskassierer belehren zu müssen, daß doch inzwischen eine neue Zeit mit neuen Regierungen und neuen Gesetzen angebrochen sei."
"574","1907-12-31","Belletristik","Kafka, Franz: Hochzeitsvorbereitungen auf dem Lande. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1907], S. 106869","Betty hat ja öfters erzählt, wie viel sie von","lüsternen","Männern zu leiden hatte und wie sie ihr Drängen zurückweisen mußte, vielleicht ist das auch hier...' [Bricht ab.]"
"575","1930-12-31","Belletristik","Feuchtwanger, Lion: Erfolg. In: ders., Gesammelte Werke in Einzelbänden, Bd. 6, Berlin: Aufbau-Verl. 1993 [1930], S. 537","Er schilderte anschaulich die niederträchtigen Methoden, mit denen man der Wahrhaft-Deutschen-Bewegung einen ihrer","wichtigsten","Männer entziehen wollte."
"576","1953-12-31","Belletristik","Dürrenmatt, Friedrich: Der Verdacht, Reinbek bei Hamburg: Rowohlt 1965 [1953], S. 125","Irgendwo mußte er nun einen Knopf oder einen Hebel niedergedrückt haben; denn die Wand mit den","tanzenden","Männern und Frauen glitt lautlos auseinander wie eine Flügeltüre."
"577","1910-12-31","Wissenschaft","Mauthner, Fritz: Wörterbuch der Philosophie. In: Bertram, Mathias (Hg.) Geschichte der Philosophie, Berlin: Directmedia Publ. 2000 [1910], S. 24816","Aber die eigentlichen großen Philosophen, die den Menschen ein neues Weltbild schenkten, indem sie ihre ganze Geisteskraft einer besondern Gruppe von Erscheinungen oder Begriffen zuwandten, ihr ganzes inneres Licht in diesem einen Brennpunkte sammelten, - diese","außerordentlichen","Männer hatten gar keine Zeit, den Stall des Augias zu reinigen, den gesamten Wortvorrat der Sprache, in der sie schrieben, vorher auf seine Brauchbarkeit zu prüfen."
"578","1940-03-09","Zeitung","Völkischer Beobachter (Berliner Ausgabe), 09.03.1940","Millionen","deutscher","Männer, die durch ihre Schule gegangen sind, haben körperlich und geistig-seelisch Kraft empfangen."
"579","1926-12-31","Belletristik","Grimm, Hans: Volk ohne Raum, München: Langen 1932 [1926], S. 989","Cornelius Friebott wäre an dem lächelnden,","starken","Manne, dessen Äußeres von Wohlleben zeugte, vorübergegangen."
"580","1942-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1942. In: ders., Ich will Zeugnis ablegen bis zum letzten, Berlin: Aufbau-Taschenbuch-Verl. 1999 [1942], S. 38","Dieser Dachdecker der","interessanteste","Mann der drei Wochen."
"581","1916-03-01","Zeitung","Berliner Tageblatt (Abend-Ausgabe), 01.03.1916","So tafelt er, unter einem weißen Fes, mit einem","farblosen","Manne, und er redet leise, vornehm, doch lebhaft."
"582","1909-01-01","Wissenschaft","Braun, Lily: Memoiren einer Sozialistin. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 9525","Ich habe, gottlob, meine sehr nüchternen und klaren Augen behalten,« antwortete Mama, »wir haben jetzt nichts zu tun, als zu verhüten, daß sie sich und uns durch tragische Posen kompromittiert - alles andre überlasse ruhig der Zeit und -,« fügte sie mit einem halben Lachen hinzu - »dem","nächsten","Mann!"
"583","1902-12-31","Belletristik","Scheerbart, Paul: Immer mutig! In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1902], S. 144588","Das gefiel dem","großen","Manne nicht."
"584","1931-11-17","Zeitung","Tucholsky, Kurt: Kritik als Berufsstörung. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1931], S. 8676","Wobei der freundliche, kleine Trick erwähnt sein mag, die Freunde der nähern literarischen Umgebung oder den Autor des sonst zu lobenden Buchs als bereits anerkannte und wichtige Großen so zu zitieren, daß sich der geängstigte Leser denken muß: Und diesen offenbar doch weit","bekannten","Mann kenne ich noch nicht?"
"585","1909-12-31","Wissenschaft","Meisel-Hess, Grete: Die sexuelle Krise. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 49189","Heute würde sie vergeblich warten, denn mit dem","gemeinen","Manne setzt sich Aspasia nicht zu Tisch, und der edlere hat keine »Zeit«, mit Aspasia zu Abend zu speisen."
"586","1920-12-31","Wissenschaft","Delbrück, Hans: Geschichte der Kriegskunst im Rahmen der politischen Geschichte - Vierter Teil: Neuzeit, Berlin: Directmedia Publ. 2002 [1920], S. 3954","Das ist nun eine so offenbare Unmöglichkeit, daß die Vermutung auftauchte, es seien nicht Schüsse des","einzelnen","Mannes gemeint, sondern die Salven der Pelotons, also nicht dieselbe Abteilung habe zehn Schüsse in der Minute abgegeben, sondern das Bataillon habe in einer Minute 10 Peloton-Salven herausgebracht."
"587","1908-12-31","Belletristik","Wassermann, Jakob: Caspar Hauser, Berlin: Aufbau-Verl. 1987 [1908], S. 176","Aber feststellen muß ich, daß während der ganzen Zeit, die Caspar in meinem Hause weilte, kein Anlaß war, mit ihm unzufrieden zu sein, während er seit Ihrem Aufenthalt dahier, ich sage es mit blutendem Herzen und mit der Zaghaftigkeit, die mir Liebe und Ehrfurcht gegen Sie,","vortrefflicher","Mann, gebieten, wie umgewandelt und verkehrt ist."""
"588","1999-07-01","Zeitung","Die Zeit, 01.07.1999, Nr. 27","Lektor, hat ein","kluger","Mann einmal gesagt, ist ein weiblicher Beruf; Mann und Lektor - ein Widerspruch in sich."
"589","1912-12-31","Gebrauchsliteratur","Liliencron, Adda Freifrau von: Krieg und Frieden, Erinnerungen aus dem Leben einer Offiziersfrau. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1912], S. 45138","Die viel jüngere Frau war dem","ernsten","Manne im vollsten Sinne des Wortes ein guter Kamerad."
"590","1951-12-31","Belletristik","Koeppen, Wolfgang: Tauben im Gras. In: ders., Drei Romane, Frankfurt a. M.: Suhrkamp 1972 [1951], S. 55",">Mir fehlt der Sinn für die Wirklichkeit, ich bin eben kein ernster Mann, der Geschäftsmann hier ist ein","ernster","Mann, ich kann das, was alle treiben, einfach nicht ernst nehmen, ich finde es komisch, dem Mann etwas zu verkaufen, gleichzeitig bin ich zu feige dazu, soll er seine Pakete verkleben womit er will, was geht es mich an? warum klebt er Pakete? um seine Maschinen zu verschicken, warum verschickt er sie? um Geld zu verdienen, um gut zu essen, um sich gut zu kleiden, weil er gut schlafen will, Emilia hätte diesen Mann heiraten sollen, und was tun die Leute mit den Maschinen, die sie bei ihm gekauft haben?"
"591","1939-12-31","Wissenschaft","Elias, Norbert: Über den Prozeß der Zivilisation - Soziogenetische und psychogenetische Untersuchungen Bd. 1, Frankfurt a. M.: Suhrkamp 1992 [1939], S. 233","Gewiß, der","junge","Mann, der in dem Colloquium ""Proci et puellae"" um das Mädchen wirbt, spricht sehr offen aus, was er von ihr will."
"592","1933-12-31","Belletristik","Goote, Thor [d.i. Langsdorff, Werner von]: Die Fahne Hoch!, Berlin: Zeitgeschichte-Verlag 1933 [1933], S. 186","Sie als nicht","offizieller","Mann, auf den die Leute mehr hören, wie auf unsereinen, können das doch glänzend."
"593","1996-11-28","Gebrauchsliteratur","o. A. [tiba]: Pädophilie. In: Aktuelles Lexikon 1974-2000, München: DIZ 2000 [1996]","Anders als","pädophile","Männer suchen pädophile Frauen vor allem Nähe und Zärtlichkeit und halten dabei die Inzestschranke nicht ein: der kleine Sohn ersetzt dann nicht selten einen fehlenden Partner."
"594","1946-07-04","Gebrauchsliteratur","o. A.: Einhunderteinundsiebzigster Tag. Donnerstag, 4. Juli 1946. In: Der Nürnberger Prozeß, Berlin: Directmedia Publ. 1999 [1946], S. 22430","Er war damals der Vertraute Hitlers, der","zweite","Mann im Staat und ist jetzt die Hauptfigur unter den Angeklagten."
"595","1912-12-31","Gebrauchsliteratur","Liliencron, Adda Freifrau von: Krieg und Frieden, Erinnerungen aus dem Leben einer Offiziersfrau. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1912], S. 45136","Mein","geliebter","Mann suchte mir in rührender Weise mein Gebundensein zu erleichtern, und als Ersatz für das Reiten, das ich jetzt eine Zeit aufgeben mußte, schaffte er einen kleinen Wagen an, spannte eins seiner Reitpferde ein, und so fuhren wir täglich zusammen durch die schöne Umgegend Potsdams."
"596","1945-10-06","Zeitung","Süddeutsche Zeitung, 1995 [1945]","Am 24. April wurde er mit noch zwei weiteren","aufrechten","Männern durch den Strang hingerichtet."
"597","1914-12-31","Belletristik","Huch, Ricarda: Der Dreißigjährige Krieg, Wiesbaden: Insel-Verl. 1958 [1914], S. 112","Als Protestanten fühlten sie die Pflicht, zu ihren Glaubensgenossen zu stehen; aber sie waren dem Kaiser, in dem sie einen guten alten","kranken","Mann sahen, ergeben und betrachteten die adeligen Herren mit Mißtrauen."
"598","1935-12-31","Belletristik","Bergengruen, Werner: Der Grosstyrann und das Gericht, Zürich: Peter Schifferli 1949 [1935], S. 198","Denn so wollte ihm der seit langem nicht","gesehene","Mann erscheinen; doch war er der Sache nicht ganz sicher."
"599","1937-12-31","Belletristik","Klepper, Jochen: Der Vater, Gütersloh: Bertelsmann 1962 [1937], S. 45","Die Ansbacherin aber nahm wahr, daß die Ehe des","geliebten","Mannes, die immer wieder geforderte Verbindung der Welfen mit den Hohenzollern, kühl geblieben war."
"600","1996-04-05","Zeitung","Die Zeit, 05.04.1996, Nr. 15","Während die eher reservierte, selbstkritische Hanna dazu die Daten und gründlichen Analysen liefert, versucht ihr lebhafter,","eloquenter","Mann, diese zu einem umfassenden Theoriengebäude zusammenzufassen."
"601","1922-09-21","Zeitung","Tucholsky, Kurt: Kleiner Mann vor der Weinstube. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1922], S. 2807","Und der","kleine","Mann strahlte."
"602","1942-12-31","Belletristik","Seghers, Anna: Das siebte Kreuz, Berlin: Aufbau-Taschenbuch-Verl. 2002 [1942], S. 293","Aber der Stufenweg, den der","alte","Mann hinter sich hatte, war für die Bauern, die nicht aus den Maindörfern über die Landstrasse kamen, sondern aus abseitigen Dörfern, die kürzeste Verbindung zum kleinen Markt."
"603","1919-12-31","Belletristik","Rubiner, Ludwig: Die Gewaltlosen. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1919], S. 143154","Zum","alten","Mann."
"604","1901-12-31","Gebrauchsliteratur","Baudissin, Wolf von u. Baudissin, Eva von: Spemanns goldenes Buch der Sitte. In: Zillig, Werner (Hg.), Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1901], S. 2412","Es giebt Junggesellenvereine, alte Jungfernvereine, Kindervereine, Jünglingsvereine, es giebt einen Verein der","dicksten","Männer und einen Verein, in den nur Kahlköpfe aufgenommen werden."
"605","1934-12-31","Belletristik","Fallada, Hans: Wer einmal aus dem Blechnapf frißt - Bd. 2, Berlin u. a.: Aufbau-Verl. 1990 [1934], S. 117","""Und ist das der","junge","Mann?"""
"606","1985-12-31","Belletristik","Arjouni, Jakob: Happy birthday, Türke!, Zürich: Diogenes 1987 [1985], S. 107","Ein","aufgeregter","Mann mit ledernem Köfferchen klopfte an die Zelle und ließ seine Hand durch die Luft flattern."
"607","1938-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1938. In: ders., Ich will Zeugnis ablegen bis zum letzten, Berlin: Aufbau-Taschenbuch-Verl. 1999 [1938], S. 109","In Elsterwerda ein größerer klinischer Betrieb, eine Schwester, der","junge","Mann ist ortsfremder Vertreter des verreisten antelefonierten Arztes."
