"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"779","1918-12-31","Gebrauchsliteratur","Schnitzler, Arthur: Jugend in Wien, Eine Autobiographie. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1918], S. 59954","Da hatte man nämlich nicht nur die Möglichkeit, den ganzen Tag im Wagen herumzufahren, sondern, wenn es einem beliebte, konnte man bei jedem Zuckerbäckerladen halten lassen und das köstlichste Naschwerk kaufen, noch viel besseres, als es uns Kindern die","gute","Frau Walz an jedem Ersten und Fünfzehnten mitbrachte, wenn sie kam, um den Mietbetrag für den Monatsfiaker einzukassieren."
"780","1956-12-31","Gebrauchsliteratur","Graudenz, Karlheinz u. Pappritz, Erica: Etikette neu, Berlin: Deutsche Buch-Gemeinschaft 1967 [1956], S. 295","Vielmehr wäre es da umgekehrt, falls es die","junge","Frau nicht vorzöge, ""Frau Ministerialrätin "" zu sagen, was ebenfalls korrekt ist."
"781","1901-12-31","Gebrauchsliteratur","Baudissin, Wolf von u. Baudissin, Eva von: Spemanns goldenes Buch der Sitte. In: Zillig, Werner (Hg.), Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1901], S. 2364","»Die","gnädige","Frau läßt sehr bitten«, so unterdrücke man etwaige widerstrebende Gefühle und verleihe ihnen wenigstens nicht Ausdruck."
"782","1909-12-31","Belletristik","Suttner, Bertha von: Autobiographie. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 70845","Sehr","geehrte","Frau Baronin!"
"783","1928-12-02","Zeitung","Tucholsky, Kurt: Der Privatmann im Theater. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928]","Aber mach ihn auf Unvollkommenheiten aufmerksam; zeig ihm, wie lächerlich vieles in unserm Leben ist; wie oft wir alle versagen; wie die Würde von hinten aussieht, der Beruf, das Tamtam der Ämter, die falschen Ansprüche der Politiker, der Ärzte, der Literaten, der","falsch-mondänen","Frauen:"
"784","1950-12-31","Belletristik","Horster, Hans-Ulrich [d.i. Rhein, Eduard]: Ein Herz spielt falsch, Köln: Lingen 1991 [1950], S. 114","Peter reitet hinter der","jungen","Frau."
"785","1925-03-06","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 06.03.1925","Man kommt ihr nicht bei wie","anderen","Frauen!"
"786","1920-12-31","Belletristik","Schaeffer, Albrecht: Helianth II, Bonn: Weidle 1995 [1920], S. 45","Die Verwandten verrichten es, oder auch - bei solchen, die keine in der Stadt haben - Freunde und dazu","angestellte","Frauen."
"787","1900-12-31","Wissenschaft","Freud, Sigmund: Die Traumdeutung, Leipzig u. a.: Deuticke 1914 [1900], S. 291","Einen weiteren Geburtstraum erzählt Abraham von einer jungen, ihrer ersten Entbindung","entgegensehenden","Frau."
"788","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14907","»Sehr","verehrte","Frau Irene!"
"789","1912-12-31","Belletristik","Christ, Lena: Erinnerungen einer Überflüssigen. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1912], S. 12606","Als ich vor der vornehmen,","gütigen","Frau, die einem alten französischen Adelsgeschlecht entstammte, stand, fragte sie mich, was ich verbrochen habe; denn man hielt viel auf ein freimütiges Bekenntnis seiner Vergehen."
"790","1914-12-31","Belletristik","Huch, Ricarda: Der Dreißigjährige Krieg, Wiesbaden: Insel-Verl. 1958 [1914], S. 596","Der Witwer hatte vor vier Jahren eine muntere,","stattliche","Frau genommen, Kunigunde Katharina von Crailsheim, die eine gutmütige Zuneigung für die Waisen hatte und sich bei der häufigen Abwesenheit ihres viel älteren Mannes mit ihnen die Zeit zu vertreiben suchte."
"791","1902-12-31","Gebrauchsliteratur","Peters, Carl: Im Goldland des Altertums, München: Lehmann 1902, S. 292","Aber, wenn wir uns in Ostafrika umthun, wo solche","eingeborene","Frauen, wie sie in der ägyptischen Inschrift gekennzeichnet sind, zu Haus sind, so finden wir keine Spuren davon in Nordostafrika, welches von Somalis bewohnt wird, und wo die Semitisierung viel intensiver gewesen ist."
"792","1912-03-03","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 03.03.1912","All die grandiosen Nouveautés sieht man in der Hauptsache an Mannequins und Modellen aber nicht am Tagesanzug der elegant","gekleideten","Frau:"
"793","1943-12-31","Belletristik","Seghers, Anna: Transit, Gütersloh: Bertelsmann 1995 [1943], S. 31","In Clichy hatten die Deutschen wie überall Plakate angeklebt, auf denen man sah, wie ein deutscher Soldat","französischen","Frauen hilft und sich der Kinder annimmt."
"794","1919-12-31","Gebrauchsliteratur","Blos, Wilhelm: Denkwürdigkeiten eines Sozialdemokraten, Bd. 2. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1919], S. 10078","Aber am liebsten machte ich in Nürnberg halt, wo ich mit Grillenberger und seiner","liebenswürdigen","Frau, Max Kegel, Heinrich Oehme, Karl Oertel und vielen anderen Freunden und Parteigenossen angenehme Stunden verlebte und wo wir oft noch sehr ausgelassen waren."
"795","1930-03-02","Zeitung","Vossische Zeitung (Sonntags-Ausgabe), 02.03.1930","Die geistig","arbeitende","Frau scheint, nach den Erfahrungen der ""Fachabteilung"", nicht immer das Talent zu haben, ""sich anzubringen""."
"796","1907-03-01","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 01.03.1907","Diese Köpfe schöner und","interessanter","Frauen, denen allen ein hypernervöses neurasthenisches Gepräge gemeinsam ist, wie verschiedenartig auch ihr Formencharakter sei, sind von solcher Feinheit der Auffassung und solcher Vollendung der - nur auf die Gesichter beschränkten - Ausführung, der Modellierung in den zartesten Linien, daß sie dem Beschauer, der den ganzen Klimt noch nicht kennen sollte, von dessen Talent und eigenartigen Künstlerschaft doch noch eine andere und bessere Vorstellung geben, als er sie aus jenen drei unglaublichen Deckengemälden gewinnen konnte."
"797","1909-12-31","Belletristik","Suttner, Bertha von: Autobiographie. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 70496","»Wir sind Kollegen und Kameraden,","gnädige","Frau,« lautete seine Begrüßung."
"798","1954-12-31","Wissenschaft","Bloch, Ernst: Das Prinzip Hoffnung Bd. 1, Berlin: Aufbau-Verl. 1954, S. 104","Der kleine Mann, der seine Rachewünsche stillt oder der seiner sonst leidlich","geliebten","Frau den Tod insofern wünscht, als er mit einer jüngeren im Wunschtraum unverhohlen Hochzeitsreise macht, spürt keine Gewissensbisse."
"799","1966-12-31","Belletristik","Fries, Fritz Rudolf: Der Weg nach Oobliadooh, Frankfurt a. M.: Suhrkamp 1966, S. 77","In Saarbrücken empfängt sie eine","steife","Frau und leuchtet ihnen, weil es Nacht ist, die Straßen und Fenster ohne Licht, mit einer Taschenlampe die Bordkanten an."
"800","1951-12-31","Belletristik","Koeppen, Wolfgang: Tauben im Gras. In: ders., Drei Romane, Frankfurt a. M.: Suhrkamp 1972 [1951], S. 149","»Ich bedaure,","gnädige","Frau.«"
"801","1924-04-20","Belletristik","Kafka, Franz: Eine kleine Frau. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1924], S. 106778","Es ist eine","kleine","Frau; von Natur aus recht schlank, ist sie doch stark geschnürt; ich sehe sie immer im gleichen Kleid, es ist aus gelblich-grauem, gewissermaßen holzfarbigem Stoff und ist ein wenig mit Troddeln oder knopfartigen Behängen von gleicher Farbe versehen; sie ist immer ohne Hut, ihr stumpfblondes Haar ist glatt und nicht unordentlich, aber sehr locker gehalten."
"802","1907-12-31","Belletristik","Meysenbug, Malwida von: Zu spät. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1907], S. 50426","»Ist Madame C... auch eine ebenso","schöne","Frau, als sie eine gute Komponistin ist?"
"803","1999-12-31","Gebrauchsliteratur","Schwanitz, Dietrich: Bildung, Frankfurt a. M.: Eichborn 1999, S. 389","Unter den in der Ausgabe von 1895","aufgeführten","Frauen hatten sich die meisten als Autorinnen oder als Schauspielerinnen einen Namen gemacht, aber ein Drittel fiel unter die Rubrik »Reformerinnen und Philanthropinnen«."
"804","1926-12-31","Belletristik","Grimm, Hans: Volk ohne Raum, München: Langen 1932 [1926], S. 1318","Es geschehe ihnen wie manchen tüchtigen Vätern und Müttern und Männern und Frauen, die jede Weisheit bei andern vermuteten und bei den eigenen Leuten immer Schuld und Dummheit; und die es auch schließlich dahin brächten, daß die eigenen Kinder und die","eigene","Frau und die eigenen Kinder und der eigene Mann, die sie doch lieb genug hätten, in einen verkehrten Ruf gelangten."
"805","1955-12-31","Gebrauchsliteratur","Oheim, Gertrud: Einmaleins des guten Tons, Gütersloh: Bertelsmann 1957 [1955], S. 419","Heute morgen um 3 Uhr ist meine","geliebte","Frau, unsere gute Mutter, meine einzige Schwester Frau Lisa Müller geb."
"806","1917-12-31","Belletristik","Hofmannsthal, Hugo von: Der Schwierige. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1917], S. 92470","Pardon, Papa, sie ist keine","gescheite","Frau, sie ist eine dumme Frau, die sich fürs Leben gern mit gescheiten Leuten umgeben möchte, aber dabei immer die falschen erwischt."
"807","1914-12-31","Belletristik","Huch, Ricarda: Der Dreißigjährige Krieg, Wiesbaden: Insel-Verl. 1958 [1914], S. 148","In der ersten Nacht brach aber nicht weit vom Schlosse eine große Feuersbrunst aus, die sich so gefährlich anließ, daß der alte Herzog seinen Sohn, der sich eben mit seiner","jungen","Frau zu Bette begeben wollte, herausklopfte, damit er sich auch wie die anderen Herren am Lösch- und Rettungswerk beteilige."
"808","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25287","Ich führte um die Schachtel herum einen Indianertanz meiner Freude auf, und die dicke","lachende","Frau Henkel schlug vor Staunen die Hände über dem Kopf zusammen, als sie diese Lawine von Backwerk sah, diese Kaskade von Knackwürsten und geselchten Ripperln, diesen Stoß von Wäsche, den neuen Anzug und ganz zu unterst in der Schachtel das siebenmal petschierte Kuvert mit dem Januarwechsel und einer Hundertmarknote als Weihnachtsgeschenk."
"809","1990-12-31","Belletristik","Biller, Maxim: Roboter. In: ders., Wenn ich einmal reich und tot bin, Köln: Kiepenheuer & Witsch 1990, S. 71","Salomon Pucher hatte eben keine Lust, unter die Sabre-Barbaren zu fallen, er war, wenn auch spät, Mitteleuropäer geworden, ausgestattet mit einem Faible für Popart, Mercedes Benz, Jakuzi und Günter Grass, aufgezehrt vom Abscheu gegen seine","eigene","Frau, deren Nase operiert war und die jeden Nachmittag mit ihren grell geschminkten Freundinnen im Mövenpick auf der Freßgasse verbrachte."
"810","1901-12-31","Gebrauchsliteratur","Baudissin, Wolf von u. Baudissin, Eva von: Spemanns goldenes Buch der Sitte. In: Zillig, Werner (Hg.), Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1901], S. 2359","»Die","gnädige","Frau ist ausgegangen, aber der gnädige Herr ist zu Hause«, so thut man, als wenn man nichts gehört hätte."
"811","1970-12-31","Belletristik","Johnson, Uwe: Jahrestage, Bd. 1, Frankfurt a. M.: Suhrkamp 1970, S. 42","Er schickte zwar Ansichtspostkarten, manchmal Briefe, in denen vornehmlich von den Taten und Erlebnissen Eva Maus die Rede war, und aus Stuttgart schrieb die","junge","Frau Niebuhr Berichte über D. E.s rasche Liebschaften in einem bewundernden, fast ergebenen Ton."
"812","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12512","»Wenn ich einmal heirate, muß mein Mann meine körperliche und geistige Ergänzung darstellen, damit wir fehlerlose Kinder in die Welt setzen!« (Meist unerfüllbare Sehnsucht","gescheiter","Frauen.)"
"813","1950-12-31","Gebrauchsliteratur","Meißner, Hans-Otto: Man benimmt sich wieder, Giessen: Brühl 1950, S. 95","Von einer","klugen","Frau erwartete man zu jenen Zeiten nämlich, daß sie ihrer selbst völlig sicher sei, und es daher für unter ihrer Würde hielt, vor Dritten einen Spiegel zu befragen oder gar ihrem Äußeren nachzuhelfen."
"814","1944-12-31","Wissenschaft","Beenken, Hermann: Das Neunzehnte Jahrhundert in der deutschen Kunst, München: Bruckmann 1944, S. 212","""Der Tag"" (Abb. 65) aber ist ein mächtiges Sicherheben von fünf","nackten","Frauen: noch blendet einige das Licht, noch wollen sich die schweren Glieder nicht lösen, schwer haften die Schenkel am Boden; eine unfaßbare Gewalt aber hebt auch das Widerwillige empor."
"815","1934-12-31","Belletristik","Knittel, John: Via Mala, Berlin: Deutsche Buch-Gemeinschaft 1957 [1934], S. 299","Stell dir die Flitterwochen vor, wenn die","junge","Frau jede kleine Ausgabe in ein Notizbuch einträgt!"
"816","1908-12-31","Gebrauchsliteratur","o. A. [Tante Lisbeth]: Anstandsbüchlein für junge Mädchen. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1908], S. 11164","Es wäre mir unmöglich, die Enttäuschung der","guten","Frau P. zu schildern, ja ich möchte fast sagen ihren Schmerz; denn sie hatte sich gar zu sehr in den schönen Traum eingewiegt, mit den Leistungen ihrer Ältesten ein wenig prahlen zu können."
"817","1950-12-31","Belletristik","Horster, Hans-Ulrich [d.i. Rhein, Eduard]: Ein Herz spielt falsch, Köln: Lingen 1991 [1950], S. 59","Eine","junge","Frau sitzt am Steuer und ist in ein Magazin vertieft."
"818","1911-12-31","Belletristik","Meisel-Hess, Grete: Die Intellektuellen. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1911], S. 48653","Die vollkommene Abhängigkeit im Hause einer fremden Familie wäre ihr jetzt unerträglich gewesen, auch hätte sie in ihrer Lage einer in Scheidung","befindlichen","Frau kaum eine solche Stellung gefunden."
"819","1906-02-01","Zeitung","Berliner Tageblatt (Abend-Ausgabe), 01.02.1906","Die Auszeichnung ist um so wohlverdienter, als bei dem Unfalle die nahezu","fiebzigjährige","Frau durch ihren Sprung in den Weiher mehr Mut gezeigt hat als mehrere anwesende Männer, die selbst auf Bitten der Frau das Rettungswerk nicht ausführen wollten."
"820","1953-10-29","Zeitung","Archiv der Gegenwart, 2001 [1953]","Die Struktur der Gesellschaft und die Stellung der Frau auch der","verheirateten","Frau, in der Gesellschaft und in der Familie haben sich geändert."
"821","1911-01-01","Wissenschaft","Braun, Lily: Memoiren einer Sozialistin. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1911], S. 9966","Seltsam: man nahm uns ernst; vergebens erwartete ich auf den Zügen der Männer jenes gönnerhaft mitleidige Lächeln, mit dem meine Landsleute die","politisierende","Frau zu betrachten pflegten."
"822","1918-12-31","Belletristik","Klabund: Bracke. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1918], S. 111836","Eine","fette","Frau verlangte ihm den Groschen ab, dann schlug sie einen schmutzigen Vorhang zurück."
"823","1912-03-03","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 03.03.1912","Und man darf ihr nachrühmen, daß sie im höchsten Grade jene Güter besitzt, die vielen der im Kampf stehenden und vielleicht vom Kampf","gehärteten","Frauen noch fehlen, das sind die Güter höchst entwickelter Geistes- und Herzenskultur ."
"824","1964-12-31","Belletristik","Neutsch, Erik: Spur der Steine, Halle: Mitteldeutscher Verl. 1964 [1964], S. 739","Dort gehörte er hin, zu einer genügsamen,","vertrauensseligen","Frau, die vielleicht nie von ihrer Schwäche, einen Mann nicht halten zu können, erfahren würde."
"825","1925-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1925. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1925], S. 224","Großen Protest erheben der Doctor Beyfuß u. seine","junge","Frau, er vom UFA-Kulturfilm, aussehend wie ein Filmregisseur, aber ursprünglich Germanist u. Gymnasiallehrer, zum deutschen Lector für Athen bestimmt u. Politik halber nicht bestätigt. Uns selber anlangend, so will der Kapitän sein Mögliches tun, uns ungeimpft an Land zu bringen ... Gar kein Vertrauen habe ich zum Schiffsarzt, von dem man nur Ungutes hört, u. den auch der Geheimrat Frank nur schwach in Schutz nimmt. -"
"826","1902-12-31","Belletristik","Suttner, Bertha von: Martha's Kinder. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1902], S. 69521","Auf einen Heiratsantrag hätte Sylvia sich Bedenkzeit erbeten, denn sie war durchaus nicht entschlossen,","Delnitzkys","Frau zu werden - dazu mußte sie ihn doch erst besser kennen lernen -, aber auf die stummen, lieberglühten Blicke gaben ihre Augen, ohne daß sie es hindern konnte, zärtliche Antwort, und seine leidenschaftszitternde Stimme, auch indem er die gleichgültigsten Dinge redete, weckte ein Echo in ihrer befangenen Gegenrede."
"827","1917-12-31","Belletristik","Reventlow, Franziska Gräfin zu: Spiritismus. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1917], S. 62943","Man war beim Anblick dieser Dame durchaus durchdrungen von dem Gefühl, daß nur sie und keine","andere","Frau Rabenschnabel sein konnte."
"828","1909-01-01","Wissenschaft","Braun, Lily: Memoiren einer Sozialistin. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 9443","- ihre Verlobung mitgeteilt hatten, traten mir jetzt als","hochschwangere","Frauen entgegen: blaß, mißmutig."
"829","1907-03-02","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 02.03.1907","Eine der","ältesten","Frauen der Welt dürfte Madame Robineau gewesen sein, eine Französin, die jetzt, wie aus Paris gemeldet wird, in Reuilly in dem hohen Alter von 107 Jahren gestorben ist."
"830","1912-12-31","Belletristik","Reventlow, Franziska Gräfin zu: Von Paul zu Pedro. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1912], S. 62118","Sie vertiefen sich mit großem Interesse in das Leben der","unmonogamen","Frau und zittern in dem Gedanken, die himmlische Liebe könne auch einmal ähnlich empfinden."
"831","1933-12-31","Belletristik","Goote, Thor [d.i. Langsdorff, Werner von]: Die Fahne Hoch!, Berlin: Zeitgeschichte-Verlag 1933 [1933], S. 210","Und die","verstandenen","Frauen, mit denen wird monsieur Blattmann auch noch fertig."""
"832","1919-12-31","Belletristik","Nabl, Franz: Die Augen. In: ders., Der Tag der Erkenntnis, Graz u. a.: Stiasny 1961 [1919], S. 101","Dann ging sie, ohne ein Abendbrot zu verlangen, an der","alten","Frau vorbei und schloß sich in ihre Kammer ein."
"833","1930-12-31","Belletristik","Feuchtwanger, Lion: Erfolg. In: ders., Gesammelte Werke in Einzelbänden, Bd. 6, Berlin: Aufbau-Verl. 1993 [1930], S. 263","Schimpfte dann laut vor sich hin, daß der lätschige Herr Hessreiter noch nicht da war und die","dicke","Frau von Radolny."
"834","1999-12-31","Gebrauchsliteratur","Kurz, Robert: Schwarzbuch Kapitalismus, Frankfurt a. M.: Eichborn 1999, S. 135","Aus den Volksbewegungen der Französischen Revolution ist ja die militante Rolle von »","niederen","Frauen« bekannt."
"835","1970-12-31","Belletristik","Johnson, Uwe: Jahrestage, Bd. 1, Frankfurt a. M.: Suhrkamp 1970, S. 369","Gewiß, es ist vorgekommen, daß wir nicht nur an den Rand des Bahnsteiges sondern auch genau vor eine anhaltende Tür geraten waren und daß die Wartenden hinter uns alles vor sich in den Wagen schoben wie eine übermenschliche Faust; aber die Leute im Wagen wichen weich vor uns zurück, und immer wurde für Marie ein größerer Hohlraum aufgemacht als sie ihn zum Atmen brauchte, und allewege kamen die Fahrgäste zu dichter Berührung nur in den kurzen Wirbeln des Aus- und Einsteigens und nicht während der Fahrten, wo jeder um sich einen Abstand hielt, und sei er hauchdünn, sogar die unbehilflich","dicken","Frauen, unter denen die Negerinnen, hochatmend, alle Bewegungen des Körpers wie in einem Kreiselsystem abfangend und zusammenhaltend, in der Anmut am besten abschnitten."
"836","1914-12-31","Belletristik","Huch, Ricarda: Der Dreißigjährige Krieg, Wiesbaden: Insel-Verl. 1958 [1914], S. 949","Er dachte daran, wie oft er auf seinen vielen Fahrten von einem Feldlager zum andern in der Kutsche geschlafen hatte, den Kopf an die Brust der","teuren","Frau gelehnt, und wie unmöglich es sei, daß das nie wieder so sein sollte."
"837","1984-02-06","Zeitung","Der Spiegel, 06.02.1984","Auch der Pariser Fahnder nach Judenmördern Serge Klarsfeld, der zusammen mit seiner","deutschstämmigen","Frau Beate in Chile dem ehemaligen SS-Standartenführer und Erfinder der fahrbaren Gaskammer, Walther Rauff, nachspürte, räumt ein: ""Der Papst hat mit Sicherheit nicht befohlen, wir müssen kriminellen Deutschen helfen - aber in seinem Herzen hatte er wohl ein Plätzchen für die Feinde der Kommunisten übrig."
"838","1938-12-31","Gebrauchsliteratur","Witkowski, Georg: Von Menschen und Büchern, Erinnerungen 1863-1933. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1938], S. 74966","Seine Gattin, von Beruf Bildhauerin, erwies sich als eine ihm wesensverwandte, durch Geist und Anmut","fesselnde","Frau."
"839","1981-12-31","Wissenschaft","Hijiya-Kirschnereit, Irmela: Selbstentblößungsrituale, Wiesbaden: Steiner 1981, S. 36","Er beklagt sich über seine altmodische,","ungebildete","Frau, die kein Interesse für seine literarischen Arbeiten zeigt."
"840","1971-12-31","Gebrauchsliteratur","Schücking, Beate: Wir machen unsere Kinder krank, München: List 1971, S. 20","Aber es gibt, wie erwähnt,","einzelne","Frauen, vorwiegend aus sozial und bildungsmäßig bevorzugten Kreisen, die länger als drei Wochen stillen."
"841","1920-12-31","Belletristik","Schaeffer, Albrecht: Helianth I, Bonn: Weidle 1995 [1920], S. 256","Sie werden kaum wissen, was Weihnachten ist, mir aber doch erlauben, Ihrer herzlich zu gedenken und einer","alten","Frau eine Blume zubringen."
"842","1998-12-31","Belletristik","Walser, Martin: Ein springender Brunnen, Frankfurt a. M.: Suhrkamp 1998, S. 127","Daß die Frau von Professor Bestenhofer, der eine Kapazität ist und auch aus Berlin, schon dessen","zweite","Frau ist und daß sie vorher seine Oberschwester gewesen ist, weiß man von Helmers Hermine."
"843","1994-12-31","Wissenschaft","o. A.: Lexikon der Kunst - T. In: Olbrich, Harald (Hg.), Lexikon der Kunst, Berlin: Directmedia Publ. 2001 [1994], S. 35776","5. Gula (Unmäßigkeit) und Intolerantia (Unduldsamkeit): sich","erstechende","Frau, Trunkenbold, mit Rabe, Adler, als Reittiere Schwein, Wolf, Fuchs."
"844","1922-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1922. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1922], S. 93","Die Wirtschaftsführung lag tagelang ganz auf mir - einen Moment lang fehlte sogar, selber erkrankt, die","brave","Frau Leonhardt - u. noch jetzt heize ich ein, besorge das Frühstück etc. etc."
"845","1998-12-31","Wissenschaft","Fath, Rolf: Komponisten - A. In: Reclams Opernlexikon, Berlin: Directmedia Publ. 2001 [1998], S. 2815","Zu seinen Opern gehören u.a. der heitere Einakter Die Abreise (1898), die am Hofe Friedrichs des Großen spielende Komödie Flauto solo (1905), die komische Oper Die verschenkte Frau (1912), aber auch der Hintertreppenroman einer durch Jesus wieder sehend","gewordenen","Frau in Die toten Augen (1916; Wiederaufnahme 2001 Aachen), das blutige Drama einer erzwungenen Ehe in Der Stier von Olivera (1919), die altjüdische Sage von dem zu gefährlichem Leben erwachten Lehmmenschen, Der Golem (1926; Wiederaufnahme: Bielefeld 1997) oder der Krimi Die schwarze Orchidee (1929; Wiederaufnahme: Meiningen 1992)."
"846","1906-12-31","Gebrauchsliteratur","o. A.: I. In: Brockhaus' Kleines Konversations-Lexikon, Berlin: Directmedia Publ. 2001 [1906], S. 34803","Von den","dichtenden","Frauen der neuesten Zeit sind die hervorragendsten Ada Negri, Anna Vivanti und Vitt."
"847","1929-12-31","Belletristik","Baum, Vicky: Menschen im Hotel, München: Droemersche Verlagsanstalt 1956 [1929], S. 233","Man glaubt plötzlich, daß es nur diese eine,","einzige","Frau auf der Welt gibt, und alles andere ist nichts."
"848","1905-03-04","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 04.03.1905","Es wird vielen noch in Erinnerung sein, daß der Leibalte ein im schönsten Glanze seines blonden Vollbartes stehender Redakteur ist, der sein gutes Herz immer in den Händen und unzählige Bonmots auf der Zunge trägt, wie es die Redakteure in Komödien dieser Art stets zu tun pflegen, daß sein einstiger Leibfuchs und jetziger Oberlehrer ein gräßlicher Trottel und Haustyrann ist, der seine reizende, kluge kleine Frau durch seine Pedanterie, seinen Geiz und allerhand andere Schlechtigkeiten zur Verzweiflung bringt, und daß diese","kleine","Frau sich schließlich von diesem scheiden blondbärtigen Man wird sich aber kaum noch erinnern, daß zwischen diesen Begebenheiten sehr Vieles über die Rechte und Pflichten der Fran gesagt wird, denn dieser doktrinäre und aktuelle Teil der Komödie entwickelt nicht gerade unsterbliche und bleibende Ideen zu dem Kapitel der Zeitgeschichte, das einstens Frauenemanzipation hieß und jetzt Gleichstellung des Weibes mit dem Manne genannt wird."
"849","1933-12-31","Belletristik","Toller, Ernst: Eine Jugend in Deutschland, Reinbek bei Hamburg: Rowohlt 1985 [1933], S. 56","Ich wandere durch den Vorfrühling des Englischen Gartens, Schneeglöckchen blühen, Krokus, die ersten Veilchen, an den Bäumen die jungen Knospen treiben im steigenden Saft, zart leuchtet der hellgrüne Samt der weiten Rasenflächen, vorm japanischen Pavillon sitzen","junge","Frauen in hellen Kleidern, Kinder singen, Musik spielt, froh sind die Menschen."
"850","1914-12-31","Belletristik","Ball, Hugo: Tenderenda der Phantast. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1914], S. 9650","Auch gab es ein Intermezzo, indem eine","neugierige","Frau, die heftig an einer Fahnenstange geflattert hatte, abriß und vom Abendwind über die Dächer nach Osten getrieben wurde."
"851","1929-12-31","Belletristik","Kuhnert, A. Arthur: Vier Mädchen in einer Zelle. In: Kesten, Hermann (Hg.) 24 neue deutsche Erzähler, Leipzig u. a.: Kiepenheuer 1983 [1929], S. 311","Ich verstand damals ja noch gar nicht, was die","schöne","Frau, die so nach Flieder roch, und die andere, die so laut lachte und so schöne Ringe rauchen konnte, immer bei uns wollten."
"852","1961-04-12","Zeitung","Archiv der Gegenwart, 2001 [1961]","Der Forderung auf einen freien Hausarbeitstag für","arbeitende","Frauen sei nicht entsprochen worden."
"853","1927-03-04","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 04.03.1927","Ich sehe den fetten Hund dieser","aufgedonnerten","Frau vor mir, diesen Hund oder diese Katze, die unfehlbar in der Wohnung sein müssen, die Leber und Täubchen bekommen, indessen man mit dem Mädchen um ein paar Pfennige Lohn hadert und den Bettlern die Tür vor der Nase zuwirft."
"854","1906-12-31","Belletristik","Hermann, Georg [d.i. Borchardt, Georg Hermann]: Jettchen Gebert, Berlin: Fleischel 1919 [1906], S. 192","Denn die gute,","dicke","Frau Könnecke war zwar, wenn man sie hörte, eine Seele von einem Menschenkind, aber in Wahrheit gieprig auf den Pfennig, und sie kratzte und scharrte wie nur je eine Henne."
